6.892278750059860348e-01,4.837961045115418690e-01,1.737317394893641564e-01,4.928019632085537394e-01,8.633789263654768620e-01,3.109312823086686217e-01,9.223206943974959771e-01,3.307578531384306464e-01,5.638489560120587551e-01,5.478665241293252386e-01,1.105972721723947894e-01,1.650497096625024307e-01,3.361609360256229140e-01,8.970616274091766096e-01,8.856429049941102472e-01,3.956008852698372769e-01,9.871535407547172847e-01,9.937653365992584753e-01,4.003183089353896662e-01,8.898769811593503221e-01
4.477805048784185837e-01,6.892047257416692441e-01,9.039259437742201975e-01,4.524605213266276182e-01,8.429875396191877091e-01,2.328173220833973378e-02,6.134848885718913181e-01,5.435290001646604363e-01,3.845276114870336270e-01,6.575780860631877944e-01,1.585066912314204712e-01,6.995739243264726959e-01,5.238825071647024156e-02,8.969927385898235350e-02,7.614972675953498582e-01,4.803695409899331192e-01,3.562742854777843915e-01,3.413240123825618255e-01,9.386513008995465146e-01,3.957976176503155141e-01
3.090315982598179634e-02,7.935039739516344115e-01,8.205662578274856012e-01,6.633140628279010631e-02,8.389314576381046162e-01,4.711106795014752269e-02,6.727845896041263485e-01,7.539662084769827022e-01,3.343178182945069077e-01,9.184299005978771024e-01,1.296406415774534748e-01,4.227285267474848451e-01,3.219290169466193507e-01,2.747738474568581779e-01,8.842385670989483248e-01,5.281810432148255074e-01,3.026364009544142419e-01,4.070175456396241120e-01,9.213373640067201720e-01,4.122065030328592172e-01
5.829033095023804512e-01,4.824360319224647586e-01,9.043106594674954479e-02,8.459233273526780561e-01,9.175508394148742530e-01,2.238805112807686903e-01,9.470887769007787504e-01,7.789054155140995306e-02,8.309581830623671284e-01,1.006882271864641964e-01,5.717152850066605785e-01,6.906402438304510838e-01,5.346370288981352470e-01,3.909484513345412582e-01,2.241506766906978809e-01,5.661301358045314203e-01,5.645115185749950415e-01,2.061048127169430311e-01,6.096332446967461793e-01,8.692105365053685029e-01
8.848909315114681373e-01,3.819728388266266927e-01,4.650498441790155146e-01,2.808777673006371822e-01,7.445791452172996205e-01,8.105556742033775963e-01,2.356959098486484105e-01,7.442355995499131405e-01,5.754525507017628216e-01,7.891207631782537479e-01,6.562589609294057214e-01,9.210585055204099092e-01,7.759942065600652361e-01,1.254421164835007874e-01,7.868148730781231448e-01,6.420627828006231219e-02,9.818674366570667722e-01,1.082900015238225100e-01,9.881455849826389359e-01,3.069964916852008230e-02
4.362013210108389716e-01,8.329360035714881150e-01,3.070497896341843891e-01,1.603088762690528801e-01,4.496717387461601767e-03,4.246227243795153150e-02,5.419532557856219235e-01,3.436071490731695821e-02,9.306905917568800701e-01,1.832722548795869821e-01,5.914394995162804980e-01,3.070359403653478703e-01,2.772908211382136834e-01,7.431515664081812522e-01,2.229131586460236791e-01,9.618454216496540310e-01,4.327991953141130388e-02,7.906894845505803016e-01,6.487752996066877831e-01,7.038835647694540176e-01
3.617892972550088571e-01,5.994666055456910891e-01,2.589172621128565943e-01,7.781797722252457028e-01,7.639621087069402572e-01,1.507503104558582940e-02,5.727413751915424456e-01,6.799228029516021232e-01,4.419564603302480466e-01,4.945126534908815819e-01,1.689080070577390069e-01,5.381439451661768070e-01,7.723671728621301913e-01,4.196044811265770003e-01,1.470063805912094068e-01,3.873596280943609749e-01,2.489373408637195473e-01,5.020331301580116534e-01,3.479013050787738148e-02,8.757808018419015461e-01
6.877460745371825057e-01,4.926699726951175862e-01,2.644538418335284913e-01,4.543583349389874737e-01,5.176151658618840523e-01,8.901667752751907248e-01,7.736640305115066729e-01,9.804452435004429312e-02,3.251840828945696815e-01,7.741177242306961359e-01,5.088467856048786153e-01,8.802483362787701937e-01,5.387335510427998519e-01,9.410127556740396360e-01,8.600065302925417043e-01,2.501601420737898929e-01,2.378042277793095405e-01,8.899599696119273595e-01,6.706760855787883280e-01,7.900924438040313191e-02
1.871536546128999001e-01,9.878237894802509578e-01,4.473802413343079820e-01,4.455420946753450018e-01,9.609389689578110572e-01,1.736261664278584416e-01,5.216261186230291003e-01,7.590862175811866619e-01,7.341602463651890620e-01,1.514514997285635323e-01,6.637268590008973401e-01,3.263161313548019749e-01,3.183197968542762490e-01,7.664502088097352450e-01,1.403135181683196064e-01,1.706505075857569498e-01,3.981335969387593821e-01,5.276268710827088926e-01,8.710429192922053421e-02,6.590967079097937997e-01
6.943157349786709398e-01,9.254317372859872659e-01,1.111087787456923603e-01,4.528571652059734109e-01,3.467464637696547891e-01,4.560973177482907648e-01,3.324058484376479772e-01,1.654902009440069044e-01,5.580833556069774160e-01,9.874253008842994728e-01,5.786787930314345463e-01,9.925779220180963591e-01,7.481200339244747921e-01,3.009038659221913159e-01,7.762724414257089478e-01,9.038838096058449123e-01,7.636576376401795763e-01,7.903301308948589288e-01,4.519160381252101955e-01,6.670432911063617354e-02
